| Ceara                | Botafogo-RJ          |     2 x 1     | 2021-02-25 |
----------------------------------------------------------------------------
| Ceara                | Fluminense           |     1 x 3     | 2021-02-15 |
----------------------------------------------------------------------------
| Ceara                | Athletico-PR         |     0 x 2     | 2021-01-31 |
----------------------------------------------------------------------------
| Ceara                | Palmeiras            |     2 x 1     | 2021-01-24 |
----------------------------------------------------------------------------
| Ceara                | Bragantino           |     1 x 2     | 2021-01-17 |
----------------------------------------------------------------------------
| Ceara                | Internacional        |     0 x 2     | 2021-01-07 |
----------------------------------------------------------------------------
| Ceara                | Atletico-GO          |     1 x 2     | 2020-12-12 |
----------------------------------------------------------------------------
| Ceara                | Sao Paulo            |     1 x 1     | 2020-11-25 |
----------------------------------------------------------------------------
| Ceara                | Atletico-MG          |     2 x 2     | 2020-11-22 |
----------------------------------------------------------------------------
| Ceara                | Sport                |     0 x 0     | 2020-11-08 |
----------------------------------------------------------------------------
| Ceara                | Coritiba             |     2 x 1     | 2020-10-24 |
----------------------------------------------------------------------------
| Ceara                | Corinthians          |     2 x 1     | 2020-10-11 |
----------------------------------------------------------------------------
| Ceara                | Goias                |     2 x 2     | 2020-09-27 |
----------------------------------------------------------------------------
| Ceara                | Flamengo             |     2 x 0     | 2020-09-13 |
----------------------------------------------------------------------------
| Ceara                | Santos               |     0 x 1     | 2020-09-05 |
----------------------------------------------------------------------------
| Ceara                | Fortaleza            |     1 x 0     | 2020-09-02 |
----------------------------------------------------------------------------
| Ceara                | Bahia                |     2 x 0     | 2020-08-23 |
----------------------------------------------------------------------------
| Ceara                | Vasco                |     0 x 3     | 2020-08-20 |
----------------------------------------------------------------------------
| Ceara                | Gremio               |     1 x 1     | 2020-08-12 |
----------------------------------------------------------------------------
